account_id,account_name,account_description,industry,segment,region,nr_employees,days_to_next_renewal,days_since_last_sales_activity,nr_support_tickets,ai_usage,nr_active_users,nr_licensed_seats,current_revenue,call_transcript_summary,revenue_end_of_quarter
ACC-0939,Zeta Shelf Studio,Develops point-of-sale and loyalty program software for brick-and-mortar stores.,Retail,SMB,EMEA,114,270,12,1,0.699,25,33,7739.54,Account is using the platform as expected. finance adoption is moderate. No new asks.,7739.54
ACC-0940,Flux Store Corp,Builds retail analytics dashboards tracking foot traffic and conversion rates.,Retail,SMB,APAC,47,106,88,7,0.19,4,11,12820.18,Solid account. marketing uses it consistently. Head of Operations may revisit expansion in Q3.,12820.18
ACC-0941,Ultra Works Inc,Manufactures steel structural components for commercial construction projects.,Manufacturing,Mid-Market,LATAM,319,267,119,8,0.156,74,156,83455.87,"Account is in maintenance mode. Director of Engineering sees us as a reliable tool, not a strategic priority.",83455.87
ACC-0942,Orbit Fund Inc,Develops fraud detection and compliance monitoring solutions for payments.,Finance,Enterprise,NA,24253,181,61,5,0.01,191,395,1158047.43,Client expressed frustration with onboarding delays. Mentioned evaluating Salesforce as a potential replacement.,0.0
ACC-0943,Beta Sound Platform,Offers social media management and analytics tools for brand marketers.,Media,Enterprise,NA,27893,76,58,0,0.226,932,1645,406065.32,Annual review meeting. The account values Slack integration but isn't looking to grow usage right now.,406065.32
ACC-0944,Velo Market Solutions,Runs a subscription box service for curated health and wellness products.,Retail,Enterprise,EMEA,17104,174,87,4,0.0,320,494,104581.66,Account is using the platform as expected. customer success adoption is moderate. No new asks.,104581.66
ACC-0945,Ultra Net Global,Provides AI-powered cybersecurity monitoring for mid-size companies.,Technology,Enterprise,EMEA,5950,223,0,6,0.853,973,1096,469895.22,New use case identified in customer success. Head of Operations requesting scoping call for 240 additional licenses.,656105.46
ACC-0946,Onyx Logic Inc,Provides AI-powered cybersecurity monitoring for mid-size companies.,Technology,Mid-Market,EMEA,412,43,96,8,0.177,64,150,96977.11,Client mentioned they're moving to an in-house solution built by their HR team.,18475.68
ACC-0947,Alpha Sound Systems,Runs a stock photography and video marketplace for creative professionals.,Media,SMB,NA,31,49,25,0,0.639,6,14,13683.75,,16560.79
ACC-0948,Forge Cyber Solutions,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,Mid-Market,EMEA,434,31,41,6,0.34,36,58,21440.55,Account mentioned considering analytics suite upgrades but not until next fiscal year.,21440.55
ACC-0949,Astra Play Co,Runs a stock photography and video marketplace for creative professionals.,Media,SMB,EMEA,85,167,55,2,0.593,29,39,9812.08,Head of Operations asked about enterprise pricing tiers. They're planning to double their usage in sales.,11071.81
ACC-0950,Nexus Cure HQ,Offers population health analytics for insurance providers and health systems.,Healthcare,Mid-Market,EMEA,1078,43,77,2,,84,190,62742.87,Product feedback session — they'd like improvements to Slack integration but overall satisfied.,62742.87
ACC-0951,Wave Code Solutions,Builds machine learning operations tooling for data science teams.,Technology,SMB,APAC,186,254,50,5,0.814,9,12,10095.94,Cross-sell opportunity: CMO wants automation engine for finance. Initial ask is 13 seats.,12180.18
ACC-0952,Rapid Fin Hub,Provides real-time risk analytics for derivatives and fixed-income portfolios.,Finance,SMB,APAC,70,60,118,11,0.01,2,14,17804.53,Client mentioned they're moving to an in-house solution built by their HR team.,0.0
ACC-0953,Bolt Alloy Group,Produces specialty chemicals and coatings for semiconductor fabrication.,Manufacturing,SMB,EMEA,126,47,49,7,0.689,22,36,8142.3,Mid-quarter sync. COO is happy with support response times. No changes planned.,8142.3
ACC-0954,Orbit Wealth Platform,Develops regulatory reporting tools for broker-dealers and investment firms.,Finance,SMB,APAC,127,92,80,2,0.544,12,28,14050.64,Mid-quarter sync. Director of Engineering is happy with support response times. No changes planned.,14050.64
ACC-0955,Bolt Scholar Studio,Provides student information systems and enrollment management for universities.,Education,Mid-Market,EMEA,944,213,30,3,0.371,100,160,26411.78,No escalations this quarter. Head of Operations mentioned the team is comfortable with current functionality.,26411.78
ACC-0956,Orbit Forge Dynamics,Runs a sheet metal fabrication shop serving HVAC and electrical enclosure markets.,Manufacturing,Enterprise,EMEA,45842,248,5,2,0.756,122,142,317460.12,New use case identified in marketing. Director of Engineering requesting scoping call for 433 additional licenses.,472901.75
ACC-0957,Velo Credit Studio,Offers automated accounts payable and receivable solutions for mid-market firms.,Finance,Mid-Market,EMEA,617,90,34,1,0.0,64,91,57336.53,Solid account. customer success uses it consistently. CFO may revisit expansion in Q3.,57336.53
ACC-0958,Sage Forge Labs,Manufactures industrial automation equipment including robotic assembly cells.,Manufacturing,Mid-Market,NA,1869,154,53,3,0.36,23,44,52892.25,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,52892.25
ACC-0959,Unity View AI,Runs a digital publishing platform for independent journalists and newsletters.,Media,SMB,NA,122,216,40,2,0.636,22,24,3963.62,Client running an internal case study on our impact. CMO plans to use it to expand to finance.,4485.55
ACC-0960,Helix Asset Networks,Develops fraud detection and compliance monitoring solutions for payments.,Finance,Mid-Market,EMEA,1268,222,30,0,0.239,136,184,67931.67,Solid account. customer success uses it consistently. VP of Sales may revisit expansion in Q3.,67931.67
ACC-0961,Kova Med Solutions,Operates a network of outpatient clinics focused on preventive care.,Healthcare,SMB,LATAM,132,66,95,7,0.343,7,22,11124.33,Budget cuts discussed. The CTO indicated our tool is on the list of potential cost reductions.,0.0
ACC-0962,Apex Fund Inc,Runs a peer-to-peer lending marketplace for small business loans.,Finance,Mid-Market,APAC,1764,232,77,2,0.169,28,76,88346.48,"Account is in maintenance mode. Head of Operations sees us as a reliable tool, not a strategic priority.",88346.48
ACC-0963,Xenon Edu Hub,Operates a network of language schools with immersive learning methodologies.,Education,Enterprise,NA,13750,239,10,2,0.578,834,1192,1040302.05,Multi-year deal discussion initiated by CMO. They want to lock in rates for an expanded 226-seat contract.,1421982.93
ACC-0964,Ionic Med Solutions,Runs clinical trial management services for pharmaceutical companies.,Healthcare,Mid-Market,EMEA,1458,207,82,1,0.141,100,183,87038.38,Brief call with Head of Operations. Budget is flat for next year. Happy but no plans to expand seats.,87038.38
ACC-0965,Spark View Co,Runs a digital publishing platform for independent journalists and newsletters.,Media,SMB,NA,162,157,83,3,0.305,19,41,6060.97,"Check-in with VP of Sales. Steady usage, no complaints. They'll re-evaluate at next renewal cycle.",6060.97
ACC-0966,Beta Build Labs,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,SMB,APAC,13,124,52,0,0.588,9,11,14421.74,Client running an internal case study on our impact. VP of Sales plans to use it to expand to HR.,19178.44
ACC-0967,Jade Frame Corp,Operates contract manufacturing facilities for consumer electronics brands.,Manufacturing,Mid-Market,APAC,1117,244,0,3,0.974,78,104,74697.02,CFO asked about enterprise pricing tiers. They're planning to double their usage in HR.,101638.52
ACC-0968,Vertex Ledger Co,Develops regulatory reporting tools for broker-dealers and investment firms.,Finance,Mid-Market,EMEA,855,238,44,5,0.438,66,156,43625.08,Product feedback session — they'd like improvements to API access but overall satisfied.,43625.08
ACC-0969,Velo Play Works,Runs a digital publishing platform for independent journalists and newsletters.,Media,SMB,EMEA,20,154,28,4,,12,17,10834.97,,13926.01
ACC-0970,Ionic Data Group,Delivers API management and gateway solutions for microservices architectures.,Technology,Enterprise,NA,23098,208,22,0,,467,619,1367861.02,Exciting call with COO. They want to roll out to sales — requesting 289 additional seats.,1650754.76
ACC-0971,Unity Fin Labs,Specializes in wealth management software for independent financial advisors.,Finance,SMB,EMEA,197,126,82,7,0.432,17,38,10496.7,Account mentioned considering API access upgrades but not until next fiscal year.,10496.7
ACC-0972,Helix Asset Partners,Provides algorithmic trading platforms for institutional asset managers.,Finance,Enterprise,LATAM,6734,209,95,2,0.223,996,1475,1069831.38,Solid account. finance uses it consistently. CFO may revisit expansion in Q3.,1069831.38
ACC-0973,Peak Deal Global,Specializes in supply chain visibility solutions for fast-moving consumer goods.,Retail,Enterprise,APAC,6392,51,67,1,0.0,660,1454,527439.67,Product feedback session — they'd like improvements to automation engine but overall satisfied.,527439.67
ACC-0974,Kova Market Partners,Offers personalized product recommendation engines for online fashion retailers.,Retail,Mid-Market,EMEA,486,247,86,12,0.413,68,152,77209.92,Account mentioned considering API access upgrades but not until next fiscal year.,77209.92
ACC-0975,Ultra Health Analytics,Develops wearable health monitoring devices for chronic disease management.,Healthcare,Mid-Market,NA,1465,154,0,0,0.558,54,67,64477.68,CFO mentioned board-level visibility for our product. Planning expansion into HR.,83376.15
ACC-0976,Peak Cure Works,Specializes in medical billing automation and revenue cycle management.,Healthcare,Mid-Market,NA,933,174,158,3,0.01,23,173,39961.81,Contract review meeting was cancelled twice. Director of Engineering is reportedly exploring lighter-weight alternatives.,0.0
ACC-0977,Wynd Net IO,Delivers API management and gateway solutions for microservices architectures.,Technology,Mid-Market,NA,1748,75,52,4,0.8,130,152,96317.34,Account achieved measurable ROI — CTO is using this to justify expansion to engineering leadership.,133276.13
ACC-0978,Velo Craft HQ,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,SMB,NA,158,157,7,1,0.644,32,43,9227.36,Client saw great results in operations and wants to extend to two more teams. Discussing 5 seat add-on.,10783.55
ACC-0979,Core Fund Inc,Provides algorithmic trading platforms for institutional asset managers.,Finance,Mid-Market,NA,312,30,54,6,0.093,58,129,99341.61,,0.0
ACC-0980,Luma Shop IO,Operates a chain of specialty grocery stores with a focus on organic products.,Retail,Mid-Market,LATAM,1426,244,75,2,0.565,79,122,29202.21,No escalations this quarter. COO mentioned the team is comfortable with current functionality.,29202.21
ACC-0981,Zeta Works HQ,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,Mid-Market,EMEA,213,210,129,6,0.08,11,28,83225.16,"Check-in with CMO. Steady usage, no complaints. They'll re-evaluate at next renewal cycle.",83225.16
ACC-0982,Zeta Build Works,Specializes in injection-molded plastic components for the automotive sector.,Manufacturing,Enterprise,NA,14488,139,19,5,0.534,685,904,568944.49,Client said they're consolidating vendors and our overlap with ZoomInfo makes us expendable.,0.0
ACC-0983,Core Deal Works,Runs a subscription box service for curated health and wellness products.,Retail,Mid-Market,NA,960,231,0,0,0.643,65,82,80589.83,,119565.09
ACC-0984,Xenon Alloy AI,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,Mid-Market,NA,377,225,73,4,0.221,51,103,89479.96,Account is using the platform as expected. customer success adoption is moderate. No new asks.,89479.96
ACC-0985,Beta Mold Dynamics,Produces specialty chemicals and coatings for semiconductor fabrication.,Manufacturing,SMB,APAC,160,58,66,8,0.182,22,38,19532.25,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,19532.25
ACC-0986,Velo Alloy Co,Manufactures industrial automation equipment including robotic assembly cells.,Manufacturing,Enterprise,NA,37289,42,,5,0.287,1015,1788,583639.7,Solid account. finance uses it consistently. CMO may revisit expansion in Q3.,583639.7
ACC-0987,Nova Forge Inc,Specializes in injection-molded plastic components for the automotive sector.,Manufacturing,SMB,APAC,12,91,98,4,0.092,14,34,2369.77,Product feedback session — they'd like improvements to analytics suite but overall satisfied.,2369.77
ACC-0988,Nova Wealth Solutions,Offers automated accounts payable and receivable solutions for mid-market firms.,Finance,Mid-Market,APAC,687,30,100,11,0.019,125,198,40880.49,Renewal conversation went smoothly. COO confirmed they plan to continue at the current level.,40880.49
ACC-0989,Rune Pharma Dynamics,Develops electronic health record systems for regional hospital networks.,Healthcare,SMB,NA,134,168,12,2,0.345,29,34,17284.77,,17284.77
